Datein,FR(m3/dia),BODin (ppm),CODin (ppm),SSin(ppm),pHin,NAmin(ppm),NNin (ppm),Pin (ppm),Colin(ppm),Tin(°C),Condin L1,RF(mm),Pulp(ton/dia),Pap (ton/dia),,Dateout,BODout(ppm),CODout (ppm),SSout(ppm),Colout(ppm),Tout(°C),Condout,FRout(m3/dia)
5/16/1998,65747,219,499,,"7,07",,,,422,,1184,"3,7","858,43","1038,7",,5/16/1998,,,,,34,,65939
5/17/1998,63312,246,506,,"7,11",,,,390,,1163,"0,0","884,542","957,1",,5/17/1998,73,289,,421,"32,5",1565,63312
5/18/1998,61075,228,490,,"7,26","2,2",,"1,32",431,"42,5",1179,"0,1","830,007","1048,6",,5/18/1998,75,247,,349,32,1220,61080
5/19/1998,69627,247,449,,"7,14","1,6",,"1,27",380,43,1168,"0,1","899,809","1057,4",,5/19/1998,65,248,,331,33,1183,69632
5/20/1998,71806,253,487,129,"7,17","1,2",,,400,"43,5",1380,"0,1","1000,791","1083,3",,5/20/1998,75,230,40,312,33,1332,71811
5/21/1998,72416,235,558,,"7,23","2,9",,,436,44,1322,"0,1","900,402",1038,,5/21/1998,71,283,,317,31,1266,72421
5/22/1998,68717,256,560,,"7,44","1,9",,"1,84",380,,1444,"0,0","830,898","1024,5",,5/22/1998,72,285,,336,32,1390,68717
5/23/1998,68125,,,,,,,,,,,"0,0","930,993","1131,5",,5/23/1998,,,,,31,,68125
5/24/1998,66906,270,526,,"7,09",,,,435,,1361,"0,0","970,976","1144,3",,5/24/1998,85,319,,396,30,1427,66906
5/25/1998,60314,281,678,,"7,09","1,9","0,58",,515,,1323,"0,0","1034,708","1065,9",,5/25/1998,60,353,,355,34,1336,60314
5/26/1998,68577,268,670,,"7,12","2,1","0,86",,607,"44,5",1258,"0,0","923,336","1035,2",,5/26/1998,70,320,,351,"33,5",1480,68577
5/27/1998,70531,229,521,69,"6,82","0,9",,,417,"43,5",1144,"20,3","786,516","1082,8",,5/27/1998,78,330,40,424,"33,5",1343,71583
5/28/1998,65573,253,570,,"7,08","2,8",,,516,"43,5",1250,"0,1","1051,602","1114,6",,5/28/1998,86,373,,396,33,1274,65578
5/29/1998,59695,268,610,,"7,13","1,9","0,66",,552,"43,5",1389,"31,6","1037,055","1091,3",,5/29/1998,76,325,,440,33,1371,61333
5/30/1998,64951,281,628,,"7,23",,,,534,,1463,"7,0","1056,484","1094,8",,5/30/1998,73,338,,470,33,1339,65314
5/31/1998,68307,279,654,,"7,25",,,,589,,1413,"0,0","986,903","1174,5",,5/31/1998,84,352,,497,32,1355,68307
6/1/1998,66464,298,624,,"7,12","2,7",,"1,51",577,"41,5",1464,"0,2","851,099","991,8",,6/1/1998,106,374,,519,31,1622,66474
6/2/1998,67785,307,588,,"8,53","2,9",,"1,32",543,"41,5",1533,"0,0","785,714","901,1",,6/2/1998,118,382,,542,31,1455,67785
6/3/1998,66914,287,579,76,"7,18","3,7",,,535,41,1150,"0,1","804,672","970,9",,6/3/1998,97,376,49,513,30,1447,66919
6/4/1998,69692,242,522,,"7,4","4,5",,,510,40,1090,"0,0","812,911","1054,2",,6/4/1998,82,352,,535,32,1469,69692
6/5/1998,69290,262,543,,"7,37","3,6",,"1,31",492,"41,5",1323,"0,0","866,494","1055,3",,6/5/1998,,,,587,30,2120,69290
6/6/1998,69408,,,,,,,,,,,"0,0","862,759",1118,,6/6/1998,98,339,,474,29,1443,69408
6/7/1998,69857,299,569,,"6,84",,,,548,,1270,"0,0","930,19","1058,6",,6/7/1998,90,363,,483,31,1323,69857
6/8/1998,71875,239,573,,"10,02","7,1","2,56",,430,"41,5",1648,"0,0","868,637","1056,9",,6/8/1998,90,386,,525,31,1386,71875
6/9/1998,70534,243,555,,"9,33","4,4","2,46",,399,"41,5",1516,"0,3","785,593","895,7",,6/9/1998,84,354,,515,32,1440,70550
6/10/1998,71697,247,514,,"7,83",3,,,584,"41,5",1299,"0,0","928,864","1022,7",,6/10/1998,90,388,,632,31,1523,71697
6/11/1998,71779,271,555,,"7,63",,,,579,,1321,"0,1","920,617","1117,9",,6/11/1998,86,333,,529,"30,5",1474,71784
6/12/1998,68040,255,481,,"7,24",,,,518,,1194,"0,0","966,222","1100,5",,6/12/1998,85,327,,488,31,1397,68040
6/13/1998,65827,220,509,,"7,29",,,,376,,1165,"0,0","859,052","1134,2",,6/13/1998,80,347,,348,32,1260,65827
6/14/1998,67951,220,550,,"7,29",,,,517,,1336,"0,0","875,617","1148,2",,6/14/1998,76,320,,387,31,1242,67951
6/15/1998,69172,249,543,,"7,29","1,1",,"1,82",552,"43,5",1434,"0,0","920,317","1147,3",,6/15/1998,85,335,,432,31,1423,69172
6/16/1998,71367,239,542,,"7,38","2,4",,,470,42,1521,"0,1","912,175","1136,2",,6/16/1998,93,355,,452,32,1617,71372
6/17/1998,72353,250,587,92,"7,01","2,5",,,488,43,1560,"0,0","975,011","1143,8",,6/17/1998,92,373,57,484,32,1657,72353
6/18/1998,72338,292,590,,"6,76",3,,,492,43,1480,"0,1","832,584",1115,,6/18/1998,85,353,,424,32,1640,72369
6/19/1998,67581,237,687,,"7,04","4,5",,,380,43,1676,"5,3","894,529","1167,1",,6/19/1998,89,392,,577,33,2860,67856
6/20/1998,63998,246,556,,"7,09",,,,477,,1558,"0,1","898,665","1001,2",,6/20/1998,78,324,,,32,1574,64003
6/21/1998,64767,215,574,,"7,5",,,,431,,1456,"0,0","928,965","1006,9",,6/21/1998,82,340,,382,31,1662,64767
6/22/1998,65597,229,627,,"7,22",3,"0,76",,489,44,1530,"0,0","930,095",1064,,6/22/1998,93,337,,401,29,1553,65597
6/23/1998,63978,289,586,,"7,36","2,4","0,71",,506,44,1724,"0,0","899,166","925,3",,6/23/1998,88,344,,409,33,1568,63978
6/24/1998,63775,266,615,,"7,25",,,,598,45,1560,"0,9","951,077","1082,3",,6/24/1998,100,351,,404,34,1164,63822
6/25/1998,64747,267,627,76,"7,98",,,,533,45,1566,"2,6","906,298","945,5",,6/25/1998,86,386,34,445,34,1483,64882
6/26/1998,62799,269,562,,"7,42",,"0,76",,433,"44,5",1479,"0,0","962,642","1010,6",,6/26/1998,89,362,,403,32,1510,62799
6/27/1998,64128,234,545,,"7,42",,,,435,,1400,"0,0","926,043","1108,4",,6/27/1998,86,356,,441,31,1505,64128
6/28/1998,63893,253,678,,"7,28",,,,415,,1464,"0,0","936,81","1065,7",,6/28/1998,88,369,,392,31,1462,63893
6/29/1998,65124,233,553,,"7,12",,,"2,04",426,42,1431,"0,2","879,779","976,6",,6/29/1998,79,324,,380,33,1439,65134
6/30/1998,62063,270,576,,"7,23","2,9",,"2,12",467,43,1430,"0,2","940,005","1068,4",,6/30/1998,92,332,,373,33,1440,62073
7/1/1998,59630,250,539,97,"9,94","3,3",,,464,43,1470,"0,0","841,882",1000,,7/1/1998,81,300,46,379,32,1429,59630
7/2/1998,63546,247,538,,"7,56",7,,,403,41,1310,"0,0","839,871","980,2",,7/2/1998,80,303,,390,31,1436,63546
7/3/1998,60901,231,556,,"7,13",,,"1,77",492,"42,5",1610,"0,1","912,959",1065,,7/3/1998,77,285,,353,30,1430,60906
7/4/1998,60043,216,555,,"7,16",,,,486,,1604,"0,0","871,256","1030,6",,7/4/1998,77,295,,369,31,1469,60043
7/5/1998,59875,250,526,,"7,33",,,,533,,1488,"0,0","896,392","1100,7",,7/5/1998,80,291,,374,31,1445,59875
7/6/1998,61197,254,563,,"7,12","5,2","0,65",,478,"44,5",1506,"0,2","873,978","1044,4",,7/6/1998,78,289,,391,"31,5",1532,61207
7/7/1998,57587,252,528,,"7,1",5,"0,71",,407,"44,5",1577,"0,0","897,828","1071,7",,7/7/1998,98,296,,413,"31,5",1626,57587
7/8/1998,54953,252,583,,"7,6","5,9",,,432,45,1467,"0,0","640,802","1005,2",,7/8/1998,81,349,,409,32,1540,54953
7/9/1998,64747,248,558,,"7,35",,,,548,,1509,"0,1","897,758","1167,1",,7/9/1998,74,328,,443,33,1489,64752
7/10/1998,63879,260,565,,"7,69",,,,539,,1516,"0,0","860,109","1090,2",,7/10/1998,75,318,,408,32,1497,63879
7/11/1998,65095,243,628,,"7,46",,,,614,,1913,"0,0","869,928","1073,8",,7/11/1998,81,325,,394,29,1490,65095
7/12/1998,67130,208,556,,"7,66",,,,564,,2240,"0,0","624,813","994,8",,7/12/1998,78,337,,443,30,1548,67130
7/13/1998,52535,208,544,,"10,79",,,"1,28",811,"37,5",2800,"0,0","299,012","933,7",,7/13/1998,84,358,,473,30,1918,52535
7/14/1998,37165,200,543,,"12,09",,,"3,03",504,29,3900,"0,0",,"442,7",,7/14/1998,97,358,,533,31,222,37165
7/15/1998,35686,267,523,96,"9,27",,,,556,"28,5",1568,"0,2",,"876,7",,7/15/1998,90,352,24,597,29,2450,35696
7/16/1998,34099,145,283,,10,,,,379,32,1130,"0,1",,"979,6",,7/16/1998,68,290,,637,28,2430,34104
7/17/1998,33932,115,270,,"7,93",,,"1,95",184,32,751,"0,1",,"1081,5",,7/17/1998,65,255,,551,26,2150,33937
7/18/1998,45049,192,431,,"12,24",,,,520,,2770,"0,0","48,658","1074,6",,7/18/1998,57,241,,511,27,2020,45049
7/19/1998,59217,204,419,,"8,6",,,,394,,897,"0,5","609,422","1089,5",,7/19/1998,57,225,,706,25,1849,59243
7/20/1998,63539,385,727,,"7,72",,"2,3",,798,42,1630,"0,0","915,72","1095,2",,7/20/1998,51,202,,678,28,1724,63539
7/21/1998,62964,300,626,,8,,"1,65",,559,44,1558,"0,0","908,026","1055,5",,7/21/1998,104,371,,703,29,1623,62964
7/22/1998,63155,291,580,92,"7,6",,,,566,44,1477,"0,0","887,396","1085,8",,7/22/1998,95,302,62,594,32,1566,63155
7/23/1998,60454,259,563,,"7,57",,,,481,43,1362,"0,0","838,881","1110,4",,7/23/1998,106,378,,564,30,1583,60454
7/24/1998,61238,271,519,,"9,73",,"1,5",,451,42,1509,"0,0","708,647","912,9",,7/24/1998,106,359,,526,32,1537,61238
7/25/1998,64761,267,532,,"7,15",,,,487,,1321,"0,1","947,724","1053,7",,7/25/1998,102,312,,447,,1505,64766
7/26/1998,63767,254,528,,"7,43",,,,408,,1368,"0,1","929,455","1049,6",,7/26/1998,81,291,,412,31,1483,63772
7/27/1998,66767,274,586,,"7,22",,,"2,54",463,"44,5",1410,"0,0","999,219","1056,9",,7/27/1998,88,293,,402,32,1410,66767
7/28/1998,62892,289,555,,"7,01",,,"2,5",413,44,1218,"0,0","989,714","1131,3",,7/28/1998,101,309,,296,33,1384,62892
7/29/1998,63723,293,610,98,"7,11",,,,523,45,1390,"0,0","999,115","1096,1",,7/29/1998,98,338,85,421,34,1351,63723
7/30/1998,64695,269,608,,"7,08",,,,497,"44,5",1393,"0,0","1014,104","1131,7",,7/30/1998,81,309,,400,34,1366,64695
7/31/1998,64906,263,516,,"7,12",,,"1,11",541,44,1370,"0,0","938,009",1049,,7/31/1998,98,316,,429,33,2000,64906
8/1/1998,63096,282,618,,"6,83",,,,516,,1377,"0,0","1004,052","1123,9",,8/1/1998,79,286,,403,32,1474,63096
8/2/1998,62912,298,545,,"6,96",,,,527,,1262,"5,9","987,622","1159,7",,8/2/1998,82,340,,387,33,1386,63218
8/3/1998,62189,279,550,,"6,8",,1,,498,46,1255,"0,0","1013,069","1066,2",,8/3/1998,84,309,,384,32,1362,62189
8/4/1998,62780,291,556,,"7,04",,1,,507,46,1430,"0,2","940,265","1040,6",,8/4/1998,95,302,,380,33,1404,62790
8/5/1998,61751,241,478,58,"7,19",,,,439,46,1336,"2,1","695,469","973,5",,8/5/1998,87,338,59,380,"33,5",1370,61860
8/6/1998,60504,244,516,,"6,73",,,,455,45,1310,"0,0","813,712","985,9",,8/6/1998,79,303,,390,"32,5",1306,60504
